id,income,age,region,is_target
360,72555.20211032983,50.8320873989408,S,0
361,63047.62201708174,42.89905448392368,W,0
362,71419.16891709552,44.46703150809578,E,0
363,79700.15069465281,42.71008748032923,N,0
364,67409.66636570719,44.6683609091714,W,0
365,56464.29880664189,41.077889373827894,W,0
366,69859.49738818043,50.72430108874475,S,0
367,62780.6152416599,39.26117313465166,E,0
368,67261.27249068893,48.79340743307549,S,0
369,69347.29784251904,38.133797278721865,E,0
370,56354.78227187586,41.63848892159228,W,0
371,57074.73328543457,35.56822468625869,W,0
372,73856.5346842042,44.73014232208512,N,0
373,65818.25043064255,50.670755741559205,W,0
374,49482.04526543546,41.53586292107487,S,0
375,76278.75229286509,40.818685807776546,E,0
376,72178.95804219392,35.31229822159244,W,0
377,64289.00140770813,40.624244078686154,S,0
378,59465.358311534066,32.44323444167083,S,0
379,76686.4631705147,36.52273207968704,S,0
380,72794.80498048343,43.36071627665481,W,0
381,89060.8182614726,49.914079186448376,S,0
382,73361.5087897995,58.85526516737702,S,0
383,73101.62513009612,38.480489489574595,S,0
384,68664.57655913148,50.61180093987264,N,0
385,76534.20693760633,43.462514882409884,S,0
386,75000.68160998523,41.092514119521745,N,0
387,80013.80006852155,44.59556671035691,N,0
388,65829.41665090172,42.37149890207976,E,0
389,66516.7402164483,42.662374353673314,N,0
390,66167.17463270416,39.55000102303998,E,0
391,76326.4137694319,33.611342041206896,W,0
392,81986.99552237385,32.73824878486751,E,0
393,66329.2760548056,45.919469299687364,S,0
394,66601.81017765526,40.33979945948572,N,0
395,72512.6177909584,38.423466602063,W,0
396,68033.9079998968,42.051033760338925,W,0
397,77616.42922511912,46.76959351749377,E,0
398,51985.78167504763,43.08218365815839,N,0
399,63386.359624664845,38.06367038015419,N,0
400,63740.66932830843,49.3577577338937,S,0
401,51437.151900910845,51.47511301788979,N,0
402,62290.89244504957,44.96733993193712,W,0
403,62678.75107323259,47.84198106806454,N,0
404,68391.16276384935,49.45175998088287,S,0
405,78903.72713328211,48.78059589842708,W,0
406,68039.51479047438,45.68459506267574,W,0
407,61753.49023783077,45.590082282449295,N,0
408,69544.36367029177,45.117963440079016,S,0
409,78393.3889715308,35.415973952717735,E,0
410,62192.32947108076,46.204338941157516,E,0
411,62715.40092862841,33.86511617324068,W,0
412,74468.39167419379,37.23240326924967,W,0
413,68227.7110741536,49.82139040684852,W,0
414,75179.8775256758,47.04132097616518,N,0
415,69890.82566563763,50.924389738115174,N,0
416,75613.30918471653,40.36995369787625,E,0
417,61719.375087674875,35.08650695233939,N,0
418,69903.32279369386,40.557376817577946,S,0
419,68314.47988509474,42.612187783443446,N,0
420,60272.87260716695,42.47393229804006,W,0
421,57492.17641705049,48.80208287254021,N,0
422,75485.99228219729,39.832377449979326,N,0
423,67192.38094225618,44.11220683081755,N,0
424,61821.757746821364,36.06823710339236,N,0
425,69230.56850461334,44.70190366826288,E,0
426,79024.15085879443,42.01865130111382,S,0
427,51754.097237024616,37.5011199702929,W,0
428,58026.89048077339,40.58502382695088,S,0
429,62616.90846483786,40.89494552090867,E,0
430,81689.43093376263,40.379069223977424,E,0
431,72260.69586335437,52.6280474536061,E,0
432,76138.53792368982,41.40932398615272,W,0
433,60878.712646990156,40.536623338935975,N,0
434,61043.71299783579,29.415294254339152,E,0
435,73582.50973378168,36.63475588812314,W,0
436,70466.19464748357,40.421559453261885,W,0
437,74389.91055091302,37.88488394294014,E,0
438,68498.63207257238,50.29024556026678,E,0
439,72225.14981163702,41.01037334762269,W,0
440,71264.95267924087,49.73066549590951,E,0
441,76222.1391126794,42.37022780430221,W,0
442,76456.06625555576,42.22336701852946,N,0
443,57041.024044865844,41.46722131372499,S,0
444,52021.851557273156,42.022777509728755,N,0
445,78013.96318121205,52.312770018299155,N,0
446,79501.8007460955,28.08233563949269,S,0
447,61835.0158438933,29.99072553336793,N,0
448,55121.31674763497,38.740975013663316,S,0
449,70792.2785680576,42.08716729162541,S,0
450,77446.70581080424,46.14062654858407,E,0
451,84380.75617947451,44.83852318816485,W,0
452,74130.38057681161,39.69452452271658,W,0
453,67026.26642731445,48.114262159450575,S,0
454,62854.9550273211,48.18117241891639,S,0
455,70091.61033336523,43.10434698762939,W,0
456,67605.88236891796,47.77594543492105,N,0
457,61879.45675416947,43.63587158059277,E,0
458,86390.04520690629,38.6311018393027,S,0
459,84281.34721657705,46.18690103400003,N,0
460,79088.38946844343,42.66367873547207,E,0
461,62633.19681752698,42.00803908052692,S,0
462,76840.15459437823,50.837721433137446,N,0
463,75117.01127598321,27.294767228759483,E,0
464,73540.36499363242,33.49389497904258,N,0
465,79997.32213635021,34.87757744175378,E,0
466,75082.96914289022,39.82043611458717,N,0
467,75920.11389043469,40.47235098140382,S,0
468,75095.25026697769,32.956046113361715,W,0
469,72726.33126401684,36.08905180613504,N,0
470,55731.11096228653,36.83494992885858,W,0
471,70668.96861928445,56.74454455245535,E,0
472,65550.464329207,52.81045168648288,W,0
473,59761.27233887983,39.52950349389211,N,0
474,83454.53295440659,39.818500258159204,E,0
475,83831.96272708563,35.10477601687023,W,0
476,80873.7648023649,30.5512175206484,W,0
477,72041.707334847,41.29871888154886,N,0
478,80805.00096762125,36.01288810053585,W,0
479,70096.42544481461,41.49089681002794,N,0
480,71622.37821518224,32.398764905739135,E,0
481,61252.22903630414,37.42815325013845,S,0
482,73175.93043599073,42.89176257181698,E,0
483,70483.08742739534,44.19725758670362,E,0
484,59578.783065324285,44.504831752452084,N,0
485,69590.42310546723,34.07706609505777,E,0
486,69362.16348914553,47.12811438081337,W,0
487,84380.48933315712,37.1987298203889,S,0
488,77153.70662810728,45.79714748764384,S,0
489,70091.56351273172,41.936167940290844,W,0
490,71990.29847840866,33.741675005532315,N,0
491,70353.69902483358,40.102813772512874,S,0
492,68376.68812163561,44.1921824523826,E,0
493,61340.582420893705,45.67779228284759,S,0
494,68791.58497914457,41.15407261533349,W,0
495,64031.21394677989,51.19067334360632,S,0
496,59997.475688614824,48.04506462591935,W,0
497,74089.77451638028,40.460075301601485,N,0
498,73130.11727946588,46.50073087282167,E,0
499,55706.33990905537,53.602760911129124,E,0
500,69018.52290003898,53.762907604698164,N,0
501,77965.61108719939,34.63200071506502,N,0
502,78473.78991117056,36.440801333057095,E,0
503,78206.69474308191,50.90951272040311,E,0
504,70311.30565521168,35.65031369497417,E,0
505,63239.63737624679,34.064753200249925,N,0
506,61330.40938113551,39.082835215805716,E,0
507,72756.83923800287,44.521360256847515,W,0
508,73034.2402749213,41.38561976033342,N,0
509,80298.64889284052,38.09661827756645,S,0
510,78799.83720273667,37.954725229652944,S,0
511,68942.17074775063,37.725977613523746,W,0
512,60046.352969113046,36.72294222804634,S,0
513,67447.14722391282,55.689797263656374,S,0
514,71737.8495584842,43.78506642711333,E,0
515,68383.33403688477,47.32055432642843,N,0
516,65376.84713537875,39.06553519128646,W,0
517,72023.07851975919,40.88425993688371,W,0
518,65968.33806871512,37.71867611177787,E,0
519,64975.471330197004,26.08974999048479,E,0
520,72491.62267442752,33.731944338912804,E,0
521,66784.05935896636,31.13628792011763,W,0
522,71952.83511182682,28.501297332290356,W,0
523,72185.63218281697,34.827846154211386,S,0
524,60884.5679912674,49.949734076289786,S,0
525,66150.0710090767,41.73338299377387,E,0
526,81502.2155193317,49.74338257392704,N,0
527,60703.3638981257,44.46589546140525,W,0
528,53066.76440823575,46.695352954290954,W,0
529,55105.23877405991,36.59461802817255,E,0
530,70232.87957261335,45.143705725156025,S,0
531,70247.33822426159,46.372285404446075,S,0
532,69059.11315659904,38.54011624659784,S,0
533,79713.51863142801,45.357242223697,E,0
534,48617.32453517649,45.397126551449,W,0
535,73167.4709954466,38.7026842732195,E,0
536,82491.50561442859,35.26338940637403,W,0
537,60977.75388086629,34.89523000861037,W,0
538,66961.54790568084,42.51903325152877,E,0
539,63976.864662171036,43.96205921273589,S,0
540,62845.23163137977,37.244845017252516,E,0
541,67389.90395981568,42.15951204795659,S,0
542,81419.88226947603,45.423222216830915,E,0
543,84699.09340390016,45.709144287991805,W,0
544,67312.48619967882,51.31128072073493,S,0
545,85240.48171251576,49.66188499318826,E,0
546,70284.611815877,35.992251403460735,N,0
547,84029.52821360865,52.10151725722814,E,0
548,69253.61080277206,38.81414097266571,S,0
549,71048.46260836915,48.269236874726566,S,0
550,72923.79578114267,42.40791975630653,E,0
551,95430.82943494029,39.527103729258194,N,0
552,76810.28459875831,31.153818841350404,E,0
553,64341.88376038829,40.97061293870191,E,0
554,77751.98296220686,32.64370058816635,S,0
555,67105.33970332527,47.80379541505663,N,0
556,66081.99853679033,51.10075594283549,S,0
557,77268.81087913689,37.21853406421986,N,0
558,70248.68470216922,43.81182445511563,S,0
559,72228.60731609445,37.64765086795215,E,0
560,70111.88177492234,38.229091619179265,N,0
561,72692.66501284347,46.64696822319223,E,0
562,73399.7271794892,41.768770428939526,N,0
563,54504.26453835668,52.437888251586074,W,0
564,75332.58134887627,39.10660512778247,E,0
565,62143.844641357595,47.99601799484694,S,0
566,58461.60691552471,42.584480477746695,E,0
567,69532.71004913055,46.7746680584654,N,0
568,70671.84802651564,39.31705405602032,N,0
569,64451.95068342175,41.7026469746905,W,0
570,76648.2548613438,41.30700672420639,W,0
571,59262.59866903274,36.98365731092528,N,0
572,66744.45000981953,45.97248920749052,S,0
573,65321.006920536,45.901494033470186,N,0
574,69627.30183728528,45.5613281694334,S,0
575,72230.91427717792,51.22179392350587,S,0
576,61936.85640301164,50.69606880741782,S,0
577,75794.26141964982,39.750331860905185,E,0
578,70504.01894667759,44.23831391060507,N,0
579,54864.42997350472,38.258395864450726,W,0
580,54331.26847682375,42.140131896687336,E,0
581,69901.44565656551,38.40150330528681,W,0
582,68232.26145770917,51.72042185481631,N,0
583,69172.63909140293,44.182188902057774,E,0
584,69776.14034775825,40.691825231373464,W,0
585,71804.47871608144,49.16171143113826,N,0
586,77581.1968787864,28.97630754122753,W,0
587,61111.16079265953,29.91538443080826,S,0
588,60624.227256793645,46.775031931318644,W,0
589,61253.40913690094,42.36281068870421,S,0
590,72311.33333734966,43.502677801564566,W,0
591,79959.57902917157,34.04162338008871,N,0
592,66549.28449408391,41.8605977348978,S,0
593,49986.40124672276,54.021056462408055,S,0
594,56368.057099116995,46.94519771877518,N,0
595,63335.70621763191,43.018239270856874,S,0
596,65538.16890003828,39.36567653937038,S,0
597,66732.89098196219,39.63256288878364,N,0
598,70308.64898384734,29.224812664799895,E,0
599,67506.02935342042,43.545842525526965,E,0
600,35354.6880582443,14.907838702150132,W,0
601,41817.4673254772,28.13510526147376,S,0
602,35064.10228165505,25.928842460028765,N,0
603,47905.177176839235,19.14286411356362,E,0
604,34649.23055262873,33.1711312941852,N,0
605,51407.793206919465,26.850207326947455,N,0
606,34366.68838864062,22.469848289483373,W,0
607,39903.34575977094,26.11799316051687,W,0
608,39378.569326063385,37.49913177250731,E,0
609,56926.32055987355,34.22055860628656,W,0
610,47972.60951054933,29.089817569510572,N,0
611,43094.39577710045,34.33373512925397,N,0
612,49488.47496962751,21.873616305292828,S,0
613,26035.26887403281,30.226590705089215,N,0
614,44611.797693231834,31.031256313405294,W,0
615,62977.627600242864,26.71114444050891,N,0
616,46191.11855762405,33.04820835170192,E,0
617,45611.21852252402,24.53696581748884,W,0
618,49933.155416779766,33.56874495443282,E,0
619,53060.44718982911,33.863011400719046,N,0
620,27022.799763991265,9.579880835120537,S,0
621,29859.06166388076,38.332139924570825,E,0
622,46892.62161977532,8.66657204253072,W,0
623,38566.110942922416,25.687656821107122,S,0
624,56808.227359979224,37.17743623980429,S,0
625,42163.43049103299,27.778992923232916,W,0
626,27589.22337858194,19.736698122713207,W,0
627,33587.87474840403,22.343840567983307,S,0
628,20252.91582332482,37.188340224244335,N,0
629,42892.87016445379,16.54946828615953,E,0
630,43304.54285462055,37.90293770673412,W,0
631,41179.83561196292,29.614285306703973,W,0
632,54709.91135126765,21.653232686902967,S,0
633,55786.67852865024,25.918194493881163,N,0
634,43466.504189795,22.87942961228851,E,0
635,25787.756992708295,36.0635764060097,W,0
